county,precinct,office,district,party,candidate,votes,votetype
Alachua,43,U.S. President,NA,GRE,Stein / Ware,13,total
Alachua,44,U.S. President,NA,GRE,Stein / Ware,30,total
Alachua,45,U.S. President,NA,GRE,Stein / Ware,3,total
Alachua,46,U.S. President,NA,GRE,Stein / Ware,14,total
Alachua,47,U.S. President,NA,GRE,Stein / Ware,22,total
Alachua,48,U.S. President,NA,GRE,Stein / Ware,25,total
Alachua,49,U.S. President,NA,GRE,Stein / Ware,19,total
Alachua,50,U.S. President,NA,GRE,Stein / Ware,5,total
Alachua,51,U.S. President,NA,GRE,Stein / Ware,14,total
Alachua,52,U.S. President,NA,GRE,Stein / Ware,4,total
Alachua,53,U.S. President,NA,GRE,Stein / Ware,7,total
Alachua,54,U.S. President,NA,GRE,Stein / Ware,33,total
Alachua,55,U.S. President,NA,GRE,Stein / Ware,6,total
Alachua,56,U.S. President,NA,GRE,Stein / Ware,9,total
Alachua,57,U.S. President,NA,GRE,Stein / Ware,13,total
Alachua,58,U.S. President,NA,GRE,Stein / Ware,20,total
Alachua,59,U.S. President,NA,GRE,Stein / Ware,24,total
Alachua,60,U.S. President,NA,GRE,Stein / Ware,2,total
Alachua,61,U.S. President,NA,GRE,Stein / Ware,19,total
Alachua,62,U.S. President,NA,GRE,Stein / Ware,11,total
Alachua,63,U.S. President,NA,GRE,Stein / Ware,1,total
Alachua,1,U.S. President,NA, ,WriteinVotes,1,total
Alachua,2,U.S. President,NA, ,WriteinVotes,15,total
Alachua,3,U.S. President,NA, ,WriteinVotes,20,total
Alachua,4,U.S. President,NA, ,WriteinVotes,13,total
Alachua,5,U.S. President,NA, ,WriteinVotes,15,total
Alachua,6,U.S. President,NA, ,WriteinVotes,12,total
Alachua,7,U.S. President,NA, ,WriteinVotes,5,total
Alachua,8,U.S. President,NA, ,WriteinVotes,2,total
Alachua,9,U.S. President,NA, ,WriteinVotes,4,total
Alachua,10,U.S. President,NA, ,WriteinVotes,3,total
Alachua,11,U.S. President,NA, ,WriteinVotes,15,total
Alachua,12,U.S. President,NA, ,WriteinVotes,6,total
Alachua,13,U.S. President,NA, ,WriteinVotes,5,total
Alachua,14,U.S. President,NA, ,WriteinVotes,4,total
Alachua,15,U.S. President,NA, ,WriteinVotes,2,total
Alachua,16,U.S. President,NA, ,WriteinVotes,20,total
Alachua,17,U.S. President,NA, ,WriteinVotes,13,total
Alachua,18,U.S. President,NA, ,WriteinVotes,8,total
Alachua,19,U.S. President,NA, ,WriteinVotes,6,total
Alachua,20,U.S. President,NA, ,WriteinVotes,5,total
Alachua,21,U.S. President,NA, ,WriteinVotes,19,total
Alachua,22,U.S. President,NA, ,WriteinVotes,11,total
Alachua,23,U.S. President,NA, ,WriteinVotes,14,total
Alachua,24,U.S. President,NA, ,WriteinVotes,12,total
Alachua,25,U.S. President,NA, ,WriteinVotes,7,total
Alachua,26,U.S. President,NA, ,WriteinVotes,7,total
Alachua,27,U.S. President,NA, ,WriteinVotes,10,total
Alachua,28,U.S. President,NA, ,WriteinVotes,12,total
Alachua,29,U.S. President,NA, ,WriteinVotes,14,total
Alachua,30,U.S. President,NA, ,WriteinVotes,9,total
Alachua,31,U.S. President,NA, ,WriteinVotes,13,total
Alachua,32,U.S. President,NA, ,WriteinVotes,18,total
Alachua,33,U.S. President,NA, ,WriteinVotes,6,total
Alachua,34,U.S. President,NA, ,WriteinVotes,6,total
Alachua,35,U.S. President,NA, ,WriteinVotes,7,total
Alachua,36,U.S. President,NA, ,WriteinVotes,11,total
Alachua,37,U.S. President,NA, ,WriteinVotes,31,total
Alachua,38,U.S. President,NA, ,WriteinVotes,15,total
Alachua,39,U.S. President,NA, ,WriteinVotes,11,total
Alachua,40,U.S. President,NA, ,WriteinVotes,9,total
Alachua,41,U.S. President,NA, ,WriteinVotes,29,total
Alachua,42,U.S. President,NA, ,WriteinVotes,9,total
Alachua,43,U.S. President,NA, ,WriteinVotes,4,total
Alachua,44,U.S. President,NA, ,WriteinVotes,12,total
Alachua,45,U.S. President,NA, ,WriteinVotes,4,total
Alachua,46,U.S. President,NA, ,WriteinVotes,22,total
Alachua,47,U.S. President,NA, ,WriteinVotes,20,total
Alachua,48,U.S. President,NA, ,WriteinVotes,40,total
Alachua,49,U.S. President,NA, ,WriteinVotes,9,total
Alachua,50,U.S. President,NA, ,WriteinVotes,6,total
Alachua,51,U.S. President,NA, ,WriteinVotes,23,total
Alachua,52,U.S. President,NA, ,WriteinVotes,5,total
Alachua,53,U.S. President,NA, ,WriteinVotes,10,total
Alachua,54,U.S. President,NA, ,WriteinVotes,11,total
Alachua,55,U.S. President,NA, ,WriteinVotes,3,total
Alachua,56,U.S. President,NA, ,WriteinVotes,18,total
Alachua,57,U.S. President,NA, ,WriteinVotes,12,total
Alachua,58,U.S. President,NA, ,WriteinVotes,14,total
Alachua,59,U.S. President,NA, ,WriteinVotes,12,total
Alachua,60,U.S. President,NA, ,WriteinVotes,18,total
Alachua,61,U.S. President,NA, ,WriteinVotes,15,total
Alachua,62,U.S. President,NA, ,WriteinVotes,7,total
Alachua,63,U.S. President,NA, ,WriteinVotes,15,total
Alachua,1,U.S. President,NA, ,OverVotes,0,total
Alachua,2,U.S. President,NA, ,OverVotes,3,total
Alachua,3,U.S. President,NA, ,OverVotes,3,total
Alachua,4,U.S. President,NA, ,OverVotes,1,total
Alachua,5,U.S. President,NA, ,OverVotes,0,total
Alachua,6,U.S. President,NA, ,OverVotes,1,total
Alachua,7,U.S. President,NA, ,OverVotes,3,total
Alachua,8,U.S. President,NA, ,OverVotes,0,total
Alachua,9,U.S. President,NA, ,OverVotes,1,total
Alachua,10,U.S. President,NA, ,OverVotes,0,total
Alachua,11,U.S. President,NA, ,OverVotes,2,total
Alachua,12,U.S. President,NA, ,OverVotes,0,total
Alachua,13,U.S. President,NA, ,OverVotes,2,total
Alachua,14,U.S. President,NA, ,OverVotes,0,total
Alachua,15,U.S. President,NA, ,OverVotes,0,total
Alachua,16,U.S. President,NA, ,OverVotes,0,total
Alachua,17,U.S. President,NA, ,OverVotes,2,total
Alachua,18,U.S. President,NA, ,OverVotes,0,total
Alachua,19,U.S. President,NA, ,OverVotes,0,total
Alachua,20,U.S. President,NA, ,OverVotes,1,total
Alachua,21,U.S. President,NA, ,OverVotes,2,total
Alachua,22,U.S. President,NA, ,OverVotes,1,total
Alachua,23,U.S. President,NA, ,OverVotes,0,total
Alachua,24,U.S. President,NA, ,OverVotes,0,total
Alachua,25,U.S. President,NA, ,OverVotes,0,total
Alachua,26,U.S. President,NA, ,OverVotes,0,total
Alachua,27,U.S. President,NA, ,OverVotes,1,total
Alachua,28,U.S. President,NA, ,OverVotes,8,total
Alachua,29,U.S. President,NA, ,OverVotes,0,total
Alachua,30,U.S. President,NA, ,OverVotes,4,total
Alachua,31,U.S. President,NA, ,OverVotes,1,total
Alachua,32,U.S. President,NA, ,OverVotes,2,total
Alachua,33,U.S. President,NA, ,OverVotes,3,total
Alachua,34,U.S. President,NA, ,OverVotes,2,total
Alachua,35,U.S. President,NA, ,OverVotes,0,total
Alachua,36,U.S. President,NA, ,OverVotes,2,total
Alachua,37,U.S. President,NA, ,OverVotes,6,total
Alachua,38,U.S. President,NA, ,OverVotes,4,total
Alachua,39,U.S. President,NA, ,OverVotes,1,total
Alachua,40,U.S. President,NA, ,OverVotes,0,total
Alachua,41,U.S. President,NA, ,OverVotes,4,total
Alachua,42,U.S. President,NA, ,OverVotes,0,total
Alachua,43,U.S. President,NA, ,OverVotes,1,total
Alachua,44,U.S. President,NA, ,OverVotes,4,total
Alachua,45,U.S. President,NA, ,OverVotes,0,total
Alachua,46,U.S. President,NA, ,OverVotes,1,total
Alachua,47,U.S. President,NA, ,OverVotes,0,total
Alachua,48,U.S. President,NA, ,OverVotes,5,total
Alachua,49,U.S. President,NA, ,OverVotes,1,total
Alachua,50,U.S. President,NA, ,OverVotes,1,total
Alachua,51,U.S. President,NA, ,OverVotes,0,total
Alachua,52,U.S. President,NA, ,OverVotes,0,total
Alachua,53,U.S. President,NA, ,OverVotes,1,total
Alachua,54,U.S. President,NA, ,OverVotes,0,total
Alachua,55,U.S. President,NA, ,OverVotes,0,total
Alachua,56,U.S. President,NA, ,OverVotes,0,total
Alachua,57,U.S. President,NA, ,OverVotes,1,total
Alachua,58,U.S. President,NA, ,OverVotes,0,total
Alachua,59,U.S. President,NA, ,OverVotes,1,total
Alachua,60,U.S. President,NA, ,OverVotes,1,total
Alachua,61,U.S. President,NA, ,OverVotes,1,total
Alachua,62,U.S. President,NA, ,OverVotes,2,total
Alachua,63,U.S. President,NA, ,OverVotes,0,total
Alachua,1,U.S. President,NA, ,UnderVotes,5,total
Alachua,2,U.S. President,NA, ,UnderVotes,8,total
Alachua,3,U.S. President,NA, ,UnderVotes,11,total
Alachua,4,U.S. President,NA, ,UnderVotes,18,total
Alachua,5,U.S. President,NA, ,UnderVotes,22,total
Alachua,6,U.S. President,NA, ,UnderVotes,20,total
Alachua,7,U.S. President,NA, ,UnderVotes,7,total
Alachua,8,U.S. President,NA, ,UnderVotes,8,total
Alachua,9,U.S. President,NA, ,UnderVotes,2,total
Alachua,10,U.S. President,NA, ,UnderVotes,10,total
Alachua,11,U.S. President,NA, ,UnderVotes,5,total
Alachua,12,U.S. President,NA, ,UnderVotes,9,total
Alachua,13,U.S. President,NA, ,UnderVotes,6,total
Alachua,14,U.S. President,NA, ,UnderVotes,8,total
Alachua,15,U.S. President,NA, ,UnderVotes,2,total
Alachua,16,U.S. President,NA, ,UnderVotes,19,total
Alachua,17,U.S. President,NA, ,UnderVotes,6,total
Alachua,18,U.S. President,NA, ,UnderVotes,19,total
Alachua,19,U.S. President,NA, ,UnderVotes,8,total
Alachua,20,U.S. President,NA, ,UnderVotes,15,total
Alachua,21,U.S. President,NA, ,UnderVotes,14,total
Alachua,22,U.S. President,NA, ,UnderVotes,12,total
Alachua,23,U.S. President,NA, ,UnderVotes,11,total
Alachua,24,U.S. President,NA, ,UnderVotes,16,total
Alachua,25,U.S. President,NA, ,UnderVotes,12,total
Alachua,26,U.S. President,NA, ,UnderVotes,11,total
Alachua,27,U.S. President,NA, ,UnderVotes,12,total
Alachua,28,U.S. President,NA, ,UnderVotes,10,total
Alachua,29,U.S. President,NA, ,UnderVotes,16,total
Alachua,30,U.S. President,NA, ,UnderVotes,9,total
Alachua,31,U.S. President,NA, ,UnderVotes,13,total
Alachua,32,U.S. President,NA, ,UnderVotes,13,total
Alachua,33,U.S. President,NA, ,UnderVotes,12,total
Alachua,34,U.S. President,NA, ,UnderVotes,7,total
Alachua,35,U.S. President,NA, ,UnderVotes,12,total
Alachua,36,U.S. President,NA, ,UnderVotes,13,total
Alachua,37,U.S. President,NA, ,UnderVotes,22,total
Alachua,38,U.S. President,NA, ,UnderVotes,18,total
Alachua,39,U.S. President,NA, ,UnderVotes,11,total
Alachua,40,U.S. President,NA, ,UnderVotes,10,total
Alachua,41,U.S. President,NA, ,UnderVotes,7,total
Alachua,42,U.S. President,NA, ,UnderVotes,17,total
Alachua,43,U.S. President,NA, ,UnderVotes,6,total
Alachua,44,U.S. President,NA, ,UnderVotes,12,total
Alachua,45,U.S. President,NA, ,UnderVotes,7,total
Alachua,46,U.S. President,NA, ,UnderVotes,23,total
Alachua,47,U.S. President,NA, ,UnderVotes,22,total
Alachua,48,U.S. President,NA, ,UnderVotes,14,total
Alachua,49,U.S. President,NA, ,UnderVotes,18,total
Alachua,50,U.S. President,NA, ,UnderVotes,16,total
Alachua,51,U.S. President,NA, ,UnderVotes,19,total
Alachua,52,U.S. President,NA, ,UnderVotes,12,total
Alachua,53,U.S. President,NA, ,UnderVotes,16,total
Alachua,54,U.S. President,NA, ,UnderVotes,15,total
Alachua,55,U.S. President,NA, ,UnderVotes,8,total
Alachua,56,U.S. President,NA, ,UnderVotes,21,total
Alachua,57,U.S. President,NA, ,UnderVotes,6,total
Alachua,58,U.S. President,NA, ,UnderVotes,17,total
Alachua,59,U.S. President,NA, ,UnderVotes,27,total
Alachua,60,U.S. President,NA, ,UnderVotes,13,total
Alachua,61,U.S. President,NA, ,UnderVotes,17,total
Alachua,62,U.S. President,NA, ,UnderVotes,8,total
Alachua,63,U.S. President,NA, ,UnderVotes,11,total
Alachua,1,U.S. Senator,NA,REP,Rick Scott,700,total
Alachua,2,U.S. Senator,NA,REP,Rick Scott,1120,total
Alachua,3,U.S. Senator,NA,REP,Rick Scott,1905,total
Alachua,4,U.S. Senator,NA,REP,Rick Scott,1994,total
Alachua,5,U.S. Senator,NA,REP,Rick Scott,1136,total
Alachua,6,U.S. Senator,NA,REP,Rick Scott,1774,total
Alachua,7,U.S. Senator,NA,REP,Rick Scott,292,total
Alachua,8,U.S. Senator,NA,REP,Rick Scott,841,total
Alachua,9,U.S. Senator,NA,REP,Rick Scott,308,total
Alachua,10,U.S. Senator,NA,REP,Rick Scott,639,total
Alachua,11,U.S. Senator,NA,REP,Rick Scott,1293,total
Alachua,12,U.S. Senator,NA,REP,Rick Scott,222,total
Alachua,13,U.S. Senator,NA,REP,Rick Scott,180,total
Alachua,14,U.S. Senator,NA,REP,Rick Scott,682,total
Alachua,15,U.S. Senator,NA,REP,Rick Scott,431,total
Alachua,16,U.S. Senator,NA,REP,Rick Scott,1399,total
Alachua,17,U.S. Senator,NA,REP,Rick Scott,542,total
Alachua,18,U.S. Senator,NA,REP,Rick Scott,936,total
Alachua,19,U.S. Senator,NA,REP,Rick Scott,140,total
Alachua,20,U.S. Senator,NA,REP,Rick Scott,1740,total
Alachua,21,U.S. Senator,NA,REP,Rick Scott,1021,total
Alachua,22,U.S. Senator,NA,REP,Rick Scott,881,total
Alachua,23,U.S. Senator,NA,REP,Rick Scott,480,total
Alachua,24,U.S. Senator,NA,REP,Rick Scott,807,total
Alachua,25,U.S. Senator,NA,REP,Rick Scott,185,total
Alachua,26,U.S. Senator,NA,REP,Rick Scott,327,total
Alachua,27,U.S. Senator,NA,REP,Rick Scott,331,total
Alachua,28,U.S. Senator,NA,REP,Rick Scott,250,total
Alachua,29,U.S. Senator,NA,REP,Rick Scott,1032,total
Alachua,30,U.S. Senator,NA,REP,Rick Scott,355,total
Alachua,31,U.S. Senator,NA,REP,Rick Scott,744,total
Alachua,32,U.S. Senator,NA,REP,Rick Scott,742,total
Alachua,33,U.S. Senator,NA,REP,Rick Scott,321,total
Alachua,34,U.S. Senator,NA,REP,Rick Scott,536,total
Alachua,35,U.S. Senator,NA,REP,Rick Scott,536,total
Alachua,36,U.S. Senator,NA,REP,Rick Scott,536,total
Alachua,37,U.S. Senator,NA,REP,Rick Scott,1386,total
Alachua,38,U.S. Senator,NA,REP,Rick Scott,1534,total
Alachua,39,U.S. Senator,NA,REP,Rick Scott,542,total
Alachua,40,U.S. Senator,NA,REP,Rick Scott,394,total
Alachua,41,U.S. Senator,NA,REP,Rick Scott,1534,total
Alachua,42,U.S. Senator,NA,REP,Rick Scott,1039,total
Alachua,43,U.S. Senator,NA,REP,Rick Scott,406,total
Alachua,44,U.S. Senator,NA,REP,Rick Scott,526,total
Alachua,45,U.S. Senator,NA,REP,Rick Scott,406,total
Alachua,46,U.S. Senator,NA,REP,Rick Scott,1655,total
Alachua,47,U.S. Senator,NA,REP,Rick Scott,1358,total
Alachua,48,U.S. Senator,NA,REP,Rick Scott,1490,total
Alachua,49,U.S. Senator,NA,REP,Rick Scott,1120,total
Alachua,50,U.S. Senator,NA,REP,Rick Scott,560,total
Alachua,51,U.S. Senator,NA,REP,Rick Scott,985,total
Alachua,52,U.S. Senator,NA,REP,Rick Scott,1458,total
Alachua,53,U.S. Senator,NA,REP,Rick Scott,1108,total
Alachua,54,U.S. Senator,NA,REP,Rick Scott,568,total
Alachua,55,U.S. Senator,NA,REP,Rick Scott,149,total
Alachua,56,U.S. Senator,NA,REP,Rick Scott,1277,total
Alachua,57,U.S. Senator,NA,REP,Rick Scott,476,total
Alachua,58,U.S. Senator,NA,REP,Rick Scott,1432,total
Alachua,59,U.S. Senator,NA,REP,Rick Scott,1091,total
Alachua,60,U.S. Senator,NA,REP,Rick Scott,2047,total
Alachua,61,U.S. Senator,NA,REP,Rick Scott,824,total
Alachua,62,U.S. Senator,NA,REP,Rick Scott,616,total
Alachua,63,U.S. Senator,NA,REP,Rick Scott,1119,total
Alachua,1,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,357,total
Alachua,2,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,744,total
Alachua,3,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1379,total
Alachua,4,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,905,total
Alachua,5,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,2173,total
Alachua,6,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1084,total
Alachua,7,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1248,total
Alachua,8,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,687,total
Alachua,9,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,129,total
Alachua,10,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,660,total
Alachua,11,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1207,total
Alachua,12,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,674,total
Alachua,13,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1212,total
Alachua,14,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,349,total
Alachua,15,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,259,total
Alachua,16,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1619,total
Alachua,17,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1172,total
Alachua,18,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1318,total
Alachua,19,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,868,total
Alachua,20,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,842,total
Alachua,21,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1863,total
Alachua,22,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1412,total
Alachua,23,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1275,total
Alachua,24,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1695,total
Alachua,25,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1039,total
Alachua,26,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,838,total
Alachua,27,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,2127,total
Alachua,28,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1540,total
Alachua,29,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1287,total
Alachua,30,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1408,total
Alachua,31,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1701,total
Alachua,32,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1780,total
Alachua,33,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1313,total
Alachua,34,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,414,total
Alachua,35,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,904,total
Alachua,36,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1356,total
Alachua,37,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,2411,total
Alachua,38,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,2388,total
Alachua,39,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1269,total
Alachua,40,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1070,total
Alachua,41,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1261,total
Alachua,42,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1252,total
Alachua,43,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,767,total
Alachua,44,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1454,total
Alachua,45,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,704,total
Alachua,46,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1867,total
Alachua,47,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1387,total
Alachua,48,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,2622,total
Alachua,49,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,993,total
Alachua,50,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1347,total
Alachua,51,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1633,total
Alachua,52,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,612,total
Alachua,53,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1052,total
Alachua,54,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1621,total
Alachua,55,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,625,total
Alachua,56,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1371,total
Alachua,57,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1139,total
Alachua,58,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1804,total
Alachua,59,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,2015,total
Alachua,60,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1065,total
Alachua,61,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1550,total
Alachua,62,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1156,total
Alachua,63,U.S. Senator,NA,DEM,Debbie Mucarsel-Powell,1041,total
Alachua,1,U.S. Senator,NA,LPF,Feena Bonoan,16,total
Alachua,2,U.S. Senator,NA,LPF,Feena Bonoan,16,total
Alachua,3,U.S. Senator,NA,LPF,Feena Bonoan,22,total
Alachua,4,U.S. Senator,NA,LPF,Feena Bonoan,18,total
Alachua,5,U.S. Senator,NA,LPF,Feena Bonoan,22,total
Alachua,6,U.S. Senator,NA,LPF,Feena Bonoan,25,total
Alachua,7,U.S. Senator,NA,LPF,Feena Bonoan,15,total
Alachua,8,U.S. Senator,NA,LPF,Feena Bonoan,12,total
Alachua,9,U.S. Senator,NA,LPF,Feena Bonoan,4,total
Alachua,10,U.S. Senator,NA,LPF,Feena Bonoan,10,total
Alachua,11,U.S. Senator,NA,LPF,Feena Bonoan,24,total
Alachua,12,U.S. Senator,NA,LPF,Feena Bonoan,5,total
Alachua,13,U.S. Senator,NA,LPF,Feena Bonoan,10,total
Alachua,14,U.S. Senator,NA,LPF,Feena Bonoan,6,total
Alachua,15,U.S. Senator,NA,LPF,Feena Bonoan,2,total
Alachua,16,U.S. Senator,NA,LPF,Feena Bonoan,18,total
Alachua,17,U.S. Senator,NA,LPF,Feena Bonoan,14,total
Alachua,18,U.S. Senator,NA,LPF,Feena Bonoan,16,total
Alachua,19,U.S. Senator,NA,LPF,Feena Bonoan,13,total
Alachua,20,U.S. Senator,NA,LPF,Feena Bonoan,21,total
Alachua,21,U.S. Senator,NA,LPF,Feena Bonoan,17,total
Alachua,22,U.S. Senator,NA,LPF,Feena Bonoan,13,total
Alachua,23,U.S. Senator,NA,LPF,Feena Bonoan,16,total
Alachua,24,U.S. Senator,NA,LPF,Feena Bonoan,15,total
Alachua,25,U.S. Senator,NA,LPF,Feena Bonoan,16,total
Alachua,26,U.S. Senator,NA,LPF,Feena Bonoan,2,total
Alachua,27,U.S. Senator,NA,LPF,Feena Bonoan,18,total
Alachua,28,U.S. Senator,NA,LPF,Feena Bonoan,8,total
Alachua,29,U.S. Senator,NA,LPF,Feena Bonoan,10,total
Alachua,30,U.S. Senator,NA,LPF,Feena Bonoan,7,total
Alachua,31,U.S. Senator,NA,LPF,Feena Bonoan,13,total
Alachua,32,U.S. Senator,NA,LPF,Feena Bonoan,25,total
Alachua,33,U.S. Senator,NA,LPF,Feena Bonoan,10,total
Alachua,34,U.S. Senator,NA,LPF,Feena Bonoan,9,total
Alachua,35,U.S. Senator,NA,LPF,Feena Bonoan,11,total
Alachua,36,U.S. Senator,NA,LPF,Feena Bonoan,23,total
Alachua,37,U.S. Senator,NA,LPF,Feena Bonoan,19,total
Alachua,38,U.S. Senator,NA,LPF,Feena Bonoan,25,total
Alachua,39,U.S. Senator,NA,LPF,Feena Bonoan,6,total
Alachua,40,U.S. Senator,NA,LPF,Feena Bonoan,8,total
Alachua,41,U.S. Senator,NA,LPF,Feena Bonoan,9,total
Alachua,42,U.S. Senator,NA,LPF,Feena Bonoan,12,total
Alachua,43,U.S. Senator,NA,LPF,Feena Bonoan,15,total
Alachua,44,U.S. Senator,NA,LPF,Feena Bonoan,24,total
Alachua,45,U.S. Senator,NA,LPF,Feena Bonoan,1,total
Alachua,46,U.S. Senator,NA,LPF,Feena Bonoan,28,total
Alachua,47,U.S. Senator,NA,LPF,Feena Bonoan,13,total
Alachua,48,U.S. Senator,NA,LPF,Feena Bonoan,38,total
Alachua,49,U.S. Senator,NA,LPF,Feena Bonoan,17,total
Alachua,50,U.S. Senator,NA,LPF,Feena Bonoan,8,total
Alachua,51,U.S. Senator,NA,LPF,Feena Bonoan,10,total
Alachua,52,U.S. Senator,NA,LPF,Feena Bonoan,13,total
Alachua,53,U.S. Senator,NA,LPF,Feena Bonoan,14,total
Alachua,54,U.S. Senator,NA,LPF,Feena Bonoan,16,total
