county,precinct,office,district,party,candidate,votetype,votes
Allegheny,Forest Hills Dist 6,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Forest Hills Dist 6,US Senator,NA,GRN,Leila Hazou,provisional,1
Allegheny,Forest Hills Dist 6,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Forest Hills Dist 6,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Forest Hills Dist 7,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Forest Hills Dist 7,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Forest Hills Dist 7,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Forest Hills Dist 7,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Forest Hills Dist 7,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Forest Hills Dist 7,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Forest Hills Dist 8,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Forest Hills Dist 8,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Forest Hills Dist 8,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Forest Hills Dist 8,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Forest Hills Dist 8,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Forest Hills Dist 8,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Forward Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,0
Allegheny,Forward Dist 1,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Forward Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Forward Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Forward Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Forward Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Forward Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Forward Dist 2,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Forward Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Forward Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Forward Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Forward Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Forward Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Forward Dist 3,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Forward Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Forward Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Forward Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Forward Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Forward Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,0
Allegheny,Forward Dist 4,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Forward Dist 4,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Forward Dist 4,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Forward Dist 4,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Forward Dist 4,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Fox Chapel Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Fox Chapel Dist 1,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Fox Chapel Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Fox Chapel Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Fox Chapel Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Fox Chapel Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Fox Chapel Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Fox Chapel Dist 2,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Fox Chapel Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Fox Chapel Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Fox Chapel Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Fox Chapel Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Fox Chapel Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Fox Chapel Dist 3,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Fox Chapel Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Fox Chapel Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Fox Chapel Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Fox Chapel Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Fox Chapel Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,6
Allegheny,Fox Chapel Dist 4,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Fox Chapel Dist 4,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Fox Chapel Dist 4,US Senator,NA,GRN,Leila Hazou,provisional,1
Allegheny,Fox Chapel Dist 4,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Fox Chapel Dist 4,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Fox Chapel Dist 5,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Fox Chapel Dist 5,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Fox Chapel Dist 5,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Fox Chapel Dist 5,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Fox Chapel Dist 5,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Fox Chapel Dist 5,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Franklin Pk Ward 1 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Franklin Pk Ward 1 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,9
Allegheny,Franklin Pk Ward 1 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,9
Allegheny,Franklin Pk Ward 1 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Franklin Pk Ward 1 Dist 3,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Franklin Pk Ward 1 Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Franklin Pk Ward 1 Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,7
Allegheny,Franklin Pk Ward 2 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Franklin Pk Ward 2 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,3
Allegheny,Franklin Pk Ward 2 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Franklin Pk Ward 2 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 2,US Senator,NA,CON,Marty Selker,provisional,1
Allegheny,Franklin Pk Ward 2 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,3
Allegheny,Franklin Pk Ward 2 Dist 3,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Franklin Pk Ward 2 Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Franklin Pk Ward 2 Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Franklin Pk Ward 2 Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Franklin Pk Ward 3 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Franklin Pk Ward 3 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Franklin Pk Ward 3 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Franklin Pk Ward 3 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,6
Allegheny,Franklin Pk Ward 3 Dist 3,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Franklin Pk Ward 3 Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Franklin Pk Ward 3 Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Frazer,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Frazer,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Frazer,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Frazer,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Frazer,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Frazer,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Glassport Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,6
Allegheny,Glassport Dist 1,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Glassport Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Glassport Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Glassport Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Glassport Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Glassport Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,9
Allegheny,Glassport Dist 2,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Glassport Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Glassport Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Glassport Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Glassport Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Glassport Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Glassport Dist 3,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Glassport Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Glassport Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Glassport Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Glassport Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Glassport Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,0
Allegheny,Glassport Dist 4,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Glassport Dist 4,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Glassport Dist 4,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Glassport Dist 4,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Glassport Dist 4,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Glassport Dist 5,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Glassport Dist 5,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Glassport Dist 5,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Glassport Dist 5,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Glassport Dist 5,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Glassport Dist 5,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Glassport Dist 6,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,6
Allegheny,Glassport Dist 6,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Glassport Dist 6,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Glassport Dist 6,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Glassport Dist 6,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Glassport Dist 6,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Glenfield,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,0
Allegheny,Glenfield,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Glenfield,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Glenfield,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Glenfield,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Glenfield,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Green Tree Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Green Tree Dist 1,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Green Tree Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Green Tree Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Green Tree Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Green Tree Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Green Tree Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Green Tree Dist 2,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Green Tree Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Green Tree Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Green Tree Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Green Tree Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Green Tree Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Green Tree Dist 3,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Green Tree Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Green Tree Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Green Tree Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Green Tree Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Green Tree Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,3
Allegheny,Green Tree Dist 4,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Green Tree Dist 4,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Green Tree Dist 4,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Green Tree Dist 4,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Green Tree Dist 4,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Hampton Dist 1,US Senator,NA,REP,Dave McCormick,provisional,5
Allegheny,Hampton Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Hampton Dist 2,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Hampton Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,7
Allegheny,Hampton Dist 3,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Hampton Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,3
Allegheny,Hampton Dist 4,US Senator,NA,REP,Dave McCormick,provisional,5
Allegheny,Hampton Dist 4,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 4,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 4,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 4,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 5,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Hampton Dist 5,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Hampton Dist 5,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 5,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 5,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 5,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 6,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Hampton Dist 6,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Hampton Dist 6,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 6,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 6,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 6,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 7,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Hampton Dist 7,US Senator,NA,REP,Dave McCormick,provisional,5
Allegheny,Hampton Dist 7,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Hampton Dist 7,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 7,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 7,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 8,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,8
Allegheny,Hampton Dist 8,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Hampton Dist 8,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 8,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 8,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 8,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 9,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,3
Allegheny,Hampton Dist 9,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Hampton Dist 9,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 9,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 9,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 9,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 10,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,6
Allegheny,Hampton Dist 10,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Hampton Dist 10,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 10,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 10,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 10,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 11,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,8
Allegheny,Hampton Dist 11,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Hampton Dist 11,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 11,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 11,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 11,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 12,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Hampton Dist 12,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Hampton Dist 12,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 12,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 12,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 12,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Hampton Dist 13,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Hampton Dist 13,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Hampton Dist 13,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Hampton Dist 13,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Hampton Dist 13,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Hampton Dist 13,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harmar Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Harmar Dist 1,US Senator,NA,REP,Dave McCormick,provisional,10
Allegheny,Harmar Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Harmar Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harmar Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harmar Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harmar Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Harmar Dist 2,US Senator,NA,REP,Dave McCormick,provisional,6
Allegheny,Harmar Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harmar Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harmar Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harmar Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harmar Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,0
Allegheny,Harmar Dist 3,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Harmar Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Harmar Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harmar Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harmar Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 1 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,0
Allegheny,Harrison Ward 1 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Harrison Ward 1 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 1 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 1 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 1 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 1 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Harrison Ward 1 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Harrison Ward 1 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 1 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 1 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 1 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 1 Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Harrison Ward 1 Dist 3,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Harrison Ward 1 Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 1 Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 1 Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 1 Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 2 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Harrison Ward 2 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Harrison Ward 2 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 2 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 2 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
